"Year-Quarter (time)","Geographic Area Name (NAME)","Amount ($1,000,000) (CELL_VALUE)"
"2013-Q1","New Jersey","7,050"
"2013-Q2","New Jersey","11,235"
"2013-Q3","New Jersey","4,930"
"2013-Q4","New Jersey","6,466"
"2014-Q1","New Jersey","7,278"
"2014-Q2","New Jersey","10,892"
"2014-Q3","New Jersey","5,277"
"2014-Q4","New Jersey","6,988"
"2015-Q1","New Jersey","7,457"
"2015-Q2","New Jersey","11,845"
"2015-Q3","New Jersey","5,491"
"2015-Q4","New Jersey","7,089"
"2016-Q1","New Jersey","7,410"
"2016-Q2","New Jersey","11,581"
"2016-Q3","New Jersey","5,507"
"2016-Q4","New Jersey","7,306"
"2017-Q1","New Jersey","7,845"
"2017-Q2","New Jersey","12,219"
"2017-Q3","New Jersey","5,791"
"2017-Q4","New Jersey","8,019"
"2018-Q1","New Jersey","8,112"
"2018-Q2","New Jersey","13,605"
"2018-Q3","New Jersey","6,360"
"2018-Q4","New Jersey","7,803"
"2019-Q1","New Jersey","8,870"
"2019-Q2","New Jersey","15,024"
"2019-Q3","New Jersey","6,812"
"2019-Q4","New Jersey","8,305"
"1999-Q1","New Mexico","881"
"1999-Q2","New Mexico","915"
"1999-Q3","New Mexico","871"
"1999-Q4","New Mexico","904"
"2000-Q1","New Mexico","832"
"2000-Q2","New Mexico","1,066"
"2000-Q3","New Mexico","1,013"
"2000-Q4","New Mexico","1,007"
"2001-Q1","New Mexico","1,129"
"2001-Q2","New Mexico","1,028"
"2001-Q3","New Mexico","876"
"2001-Q4","New Mexico","892"
"2002-Q1","New Mexico","967"
"2002-Q2","New Mexico","894"
"2002-Q3","New Mexico","1,080"
"2002-Q4","New Mexico","888"
"2003-Q1","New Mexico","909"
"2003-Q2","New Mexico","979"
"2003-Q3","New Mexico","1,221"
"2003-Q4","New Mexico","987"
"2004-Q1","New Mexico","981"
"2004-Q2","New Mexico","1,106"
"2004-Q3","New Mexico","1,273"
"2004-Q4","New Mexico","1,132"
"2005-Q1","New Mexico","1,157"
"2005-Q2","New Mexico","1,222"
"2005-Q3","New Mexico","1,199"
"2005-Q4","New Mexico","920"
"2006-Q1","New Mexico","1,570"
"2006-Q2","New Mexico","1,393"
"2006-Q3","New Mexico","1,158"
"2006-Q4","New Mexico","1,230"
"2007-Q1","New Mexico","1,202"
"2007-Q2","New Mexico","1,472"
"2007-Q3","New Mexico","1,210"
"2007-Q4","New Mexico","1,267"
"2008-Q1","New Mexico","1,138"
"2008-Q2","New Mexico","1,562"
"2008-Q3","New Mexico","1,185"
"2008-Q4","New Mexico","1,267"
"2009-Q1","New Mexico","1,181"
"2009-Q2","New Mexico","1,081"
"2009-Q3","New Mexico","1,120"
"2009-Q4","New Mexico","1,128"
"2010-Q1","New Mexico","1,055"
"2010-Q2","New Mexico","1,319"
"2010-Q3","New Mexico","1,091"
"2010-Q4","New Mexico","1,314"
"2011-Q1","New Mexico","1,206"
"2011-Q2","New Mexico","1,465"
"2011-Q3","New Mexico","1,304"
"2011-Q4","New Mexico","1,378"
"2012-Q1","New Mexico","1,297"
"2012-Q2","New Mexico","1,547"
"2012-Q3","New Mexico","1,269"
"2012-Q4","New Mexico","1,367"
"2013-Q1","New Mexico","1,326"
"2013-Q2","New Mexico","1,494"
"2013-Q3","New Mexico","1,363"
"2013-Q4","New Mexico","1,510"
"2014-Q1","New Mexico","1,311"
"2014-Q2","New Mexico","1,627"
"2014-Q3","New Mexico","1,552"
"2014-Q4","New Mexico","1,554"
"2015-Q1","New Mexico","1,361"
"2015-Q2","New Mexico","1,637"
"2015-Q3","New Mexico","1,282"
"2015-Q4","New Mexico","1,380"
"2016-Q1","New Mexico","1,276"
"2016-Q2","New Mexico","1,321"
"2016-Q3","New Mexico","1,363"
"2016-Q4","New Mexico","1,422"
"2017-Q1","New Mexico","1,187"
"2017-Q2","New Mexico","1,326"
"2017-Q3","New Mexico","1,507"
"2017-Q4","New Mexico","1,566"
"2018-Q1","New Mexico","1,181"
"2018-Q2","New Mexico","1,847"
"2018-Q3","New Mexico","1,737"
"2018-Q4","New Mexico","1,810"
"2019-Q1","New Mexico","1,858"
"2019-Q2","New Mexico","2,172"
"2019-Q3","New Mexico","1,881"
"2019-Q4","New Mexico","1,903"
"1999-Q1","New York","10,482"
"1999-Q2","New York","10,286"
"1999-Q3","New York","9,562"
"1999-Q4","New York","10,008"
"2000-Q1","New York","11,763"
"2000-Q2","New York","11,531"
"2000-Q3","New York","10,337"
"2000-Q4","New York","10,207"
"2001-Q1","New York","12,753"
"2001-Q2","New York","12,355"
"2001-Q3","New York","9,514"
"2001-Q4","New York","10,358"
"2002-Q1","New York","11,141"
"2002-Q2","New York","10,054"
"2002-Q3","New York","9,881"
"2002-Q4","New York","9,467"
"2003-Q1","New York","11,049"
"2003-Q2","New York","9,564"
"2003-Q3","New York","11,369"
"2003-Q4","New York","11,316"
"2004-Q1","New York","13,518"
"2004-Q2","New York","12,095"
"2004-Q3","New York","11,535"
"2004-Q4","New York","11,862"
"2005-Q1","New York","14,577"
"2005-Q2","New York","14,136"
"2005-Q3","New York","12,693"
"2005-Q4","New York","12,196"
"2006-Q1","New York","15,519"
"2006-Q2","New York","15,739"
"2006-Q3","New York","13,133"
"2006-Q4","New York","13,273"
"2007-Q1","New York","17,381"
"2007-Q2","New York","15,905"
"2007-Q3","New York","14,151"
"2007-Q4","New York","13,191"
"2008-Q1","New York","18,257"
"2008-Q2","New York","18,097"
"2008-Q3","New York","14,763"
"2008-Q4","New York","13,168"
"2009-Q1","New York","15,200"
"2009-Q2","New York","14,119"
"2009-Q3","New York","13,413"
"2009-Q4","New York","12,932"
"2010-Q1","New York","17,542"
"2010-Q2","New York","14,315"
"2010-Q3","New York","14,145"
"2010-Q4","New York","15,328"
"2011-Q1","New York","20,216"
"2011-Q2","New York","18,728"
"2011-Q3","New York","16,263"
"2011-Q4","New York","16,030"
"2012-Q1","New York","20,109"
"2012-Q2","New York","18,477"
"2012-Q3","New York","16,424"
"2012-Q4","New York","16,569"
"2013-Q1","New York","21,647"
"2013-Q2","New York","20,972"
"2013-Q3","New York","16,934"
"2013-Q4","New York","16,446"
"2014-Q1","New York","22,418"
"2014-Q2","New York","20,568"
"2014-Q3","New York","17,332"
"2014-Q4","New York","17,354"
"2015-Q1","New York","23,060"
"2015-Q2","New York","22,466"
"2015-Q3","New York","19,465"
"2015-Q4","New York","18,074"
"2016-Q1","New York","22,069"
"2016-Q2","New York","21,707"
"2016-Q3","New York","18,902"
"2016-Q4","New York","18,268"
"2017-Q1","New York","22,876"
"2017-Q2","New York","20,624"
"2017-Q3","New York","19,374"
"2017-Q4","New York","20,747"
"2018-Q1","New York","26,223"
"2018-Q2","New York","22,123"
"2018-Q3","New York","19,534"
"2018-Q4","New York","17,810"
"2019-Q1","New York","24,617"
"2019-Q2","New York","26,062"
"2019-Q3","New York","20,406"
"2019-Q4","New York","18,865"
"1999-Q1","North Carolina","3,468"
"1999-Q2","North Carolina","4,259"
"1999-Q3","North Carolina","3,614"
"1999-Q4","North Carolina","3,644"
"2000-Q1","North Carolina","3,695"
"2000-Q2","North Carolina","4,352"
"2000-Q3","North Carolina","3,674"
"2000-Q4","North Carolina","3,749"
"2001-Q1","North Carolina","3,638"
"2001-Q2","North Carolina","4,612"
"2001-Q3","North Carolina","3,711"
"2001-Q4","North Carolina","3,806"
"2002-Q1","North Carolina","3,731"
"2002-Q2","North Carolina","4,288"
"2002-Q3","North Carolina","3,980"
"2002-Q4","North Carolina","3,920"
"2003-Q1","North Carolina","3,668"
"2003-Q2","North Carolina","4,281"
"2003-Q3","North Carolina","4,089"
"2003-Q4","North Carolina","4,211"
"2004-Q1","North Carolina","3,884"
"2004-Q2","North Carolina","4,652"
"2004-Q3","North Carolina","4,317"
"2004-Q4","North Carolina","4,490"
"2005-Q1","North Carolina","4,165"
"2005-Q2","North Carolina","5,665"
"2005-Q3","North Carolina","4,636"
"2005-Q4","North Carolina","5,033"
"2006-Q1","North Carolina","4,662"
"2006-Q2","North Carolina","6,272"
"2006-Q3","North Carolina","5,127"
"2006-Q4","North Carolina","5,425"
"2007-Q1","North Carolina","5,136"
"2007-Q2","North Carolina","6,923"
"2007-Q3","North Carolina","5,367"
"2007-Q4","North Carolina","5,448"
"2008-Q1","North Carolina","5,079"
"2008-Q2","North Carolina","6,886"
"2008-Q3","North Carolina","5,190"
"2008-Q4","North Carolina","5,236"
"2009-Q1","North Carolina","4,691"
"2009-Q2","North Carolina","5,380"
"2009-Q3","North Carolina","5,017"
"2009-Q4","North Carolina","5,756"
"2010-Q1","North Carolina","5,037"
"2010-Q2","North Carolina","5,670"
"2010-Q3","North Carolina","5,374"
"2010-Q4","North Carolina","5,577"
"2011-Q1","North Carolina","5,172"
"2011-Q2","North Carolina","6,247"
"2011-Q3","North Carolina","5,530"
"2011-Q4","North Carolina","5,552"
"2012-Q1","North Carolina","5,218"
"2012-Q2","North Carolina","6,382"
"2012-Q3","North Carolina","5,692"
"2012-Q4","North Carolina","5,807"
"2013-Q1","North Carolina","5,341"
"2013-Q2","North Carolina","6,899"
"2013-Q3","North Carolina","5,882"
"2013-Q4","North Carolina","5,906"
"2014-Q1","North Carolina","5,185"
"2014-Q2","North Carolina","6,392"
"2014-Q3","North Carolina","5,595"
"2014-Q4","North Carolina","5,761"
"2015-Q1","North Carolina","6,004"
"2015-Q2","North Carolina","7,552"
"2015-Q3","North Carolina","6,093"
"2015-Q4","North Carolina","6,061"
"2016-Q1","North Carolina","6,191"
"2016-Q2","North Carolina","7,752"
"2016-Q3","North Carolina","6,333"
"2016-Q4","North Carolina","6,371"
"2017-Q1","North Carolina","6,410"
"2017-Q2","North Carolina","7,637"
"2017-Q3","North Carolina","6,323"
"2017-Q4","North Carolina","6,495"
"2018-Q1","North Carolina","6,952"
"2018-Q2","North Carolina","7,973"
"2018-Q3","North Carolina","6,637"
"2018-Q4","North Carolina","6,751"
"2019-Q1","North Carolina","6,732"
"2019-Q2","North Carolina","9,083"
"2019-Q3","North Carolina","6,895"
"2019-Q4","North Carolina","7,014"
"1999-Q1","North Dakota","238"
"1999-Q2","North Dakota","282"
"1999-Q3","North Dakota","245"
"1999-Q4","North Dakota","266"
"2000-Q1","North Dakota","274"
"2000-Q2","North Dakota","299"
"2000-Q3","North Dakota","275"
"2000-Q4","North Dakota","247"
"2001-Q1","North Dakota","306"
"2001-Q2","North Dakota","336"
"2001-Q3","North Dakota","256"
"2001-Q4","North Dakota","278"
"2002-Q1","North Dakota","282"
"2002-Q2","North Dakota","302"
"2002-Q3","North Dakota","292"
"2002-Q4","North Dakota","271"
"2003-Q1","North Dakota","319"
"2003-Q2","North Dakota","314"
"2003-Q3","North Dakota","289"
"2003-Q4","North Dakota","291"
"2004-Q1","North Dakota","314"
"2004-Q2","North Dakota","334"
"2004-Q3","North Dakota","314"
"2004-Q4","North Dakota","332"
"2005-Q1","North Dakota","353"
"2005-Q2","North Dakota","405"
"2005-Q3","North Dakota","360"
"2005-Q4","North Dakota","394"
"2006-Q1","North Dakota","405"
"2006-Q2","North Dakota","463"
"2006-Q3","North Dakota","423"
"2006-Q4","North Dakota","401"
"2007-Q1","North Dakota","431"
"2007-Q2","North Dakota","527"
"2007-Q3","North Dakota","465"
"2007-Q4","North Dakota","553"
"2008-Q1","North Dakota","563"
"2008-Q2","North Dakota","731"
"2008-Q3","North Dakota","677"
"2008-Q4","North Dakota","630"
"2009-Q1","North Dakota","495"
"2009-Q2","North Dakota","613"
"2009-Q3","North Dakota","548"
"2009-Q4","North Dakota","606"
"2010-Q1","North Dakota","657"
"2010-Q2","North Dakota","835"
"2010-Q3","North Dakota","711"
"2010-Q4","North Dakota","859"
"2011-Q1","North Dakota","959"
"2011-Q2","North Dakota","1,294"
"2011-Q3","North Dakota","1,054"
"2011-Q4","North Dakota","1,282"
"2012-Q1","North Dakota","1,060"
"2012-Q2","North Dakota","1,245"
"2012-Q3","North Dakota","1,142"
"2012-Q4","North Dakota","1,004"
"2013-Q1","North Dakota","1,561"
"2013-Q2","North Dakota","1,593"
"2013-Q3","North Dakota","1,482"
"2013-Q4","North Dakota","1,491"
"2014-Q1","North Dakota","1,423"
"2014-Q2","North Dakota","1,724"
"2014-Q3","North Dakota","1,695"
"2014-Q4","North Dakota","1,560"
"2015-Q1","North Dakota","1,274"
"2015-Q2","North Dakota","1,340"
"2015-Q3","North Dakota","1,156"
"2015-Q4","North Dakota","1,018"
"2016-Q1","North Dakota","892"
"2016-Q2","North Dakota","903"
"2016-Q3","North Dakota","919"
"2016-Q4","North Dakota","868"
"2017-Q1","North Dakota","930"
"2017-Q2","North Dakota","996"
"2017-Q3","North Dakota","945"
"2017-Q4","North Dakota","1,040"
"2018-Q1","North Dakota","1,152"
"2018-Q2","North Dakota","1,319"
"2018-Q3","North Dakota","1,296"
"2018-Q4","North Dakota","1,272"
"2019-Q1","North Dakota","1,057"
"2019-Q2","North Dakota","1,336"
"2019-Q3","North Dakota","1,269"
"2019-Q4","North Dakota","1,205"
"1999-Q1","Ohio","5,244"
"1999-Q2","Ohio","5,962"
"1999-Q3","Ohio","4,074"
"1999-Q4","Ohio","4,176"
"2000-Q1","Ohio","5,758"
"2000-Q2","Ohio","6,500"
"2000-Q3","Ohio","4,460"
"2000-Q4","Ohio","4,488"
"2001-Q1","Ohio","4,846"
"2001-Q2","Ohio","6,002"
"2001-Q3","Ohio","4,501"
"2001-Q4","Ohio","4,583"
"2002-Q1","Ohio","4,841"
"2002-Q2","Ohio","6,205"
"2002-Q3","Ohio","4,899"
"2002-Q4","Ohio","4,844"
"2003-Q1","Ohio","5,095"
"2003-Q2","Ohio","5,814"
"2003-Q3","Ohio","5,299"
"2003-Q4","Ohio","4,791"
"2004-Q1","Ohio","5,688"
"2004-Q2","Ohio","6,671"
"2004-Q3","Ohio","5,800"
"2004-Q4","Ohio","5,809"
"2005-Q1","Ohio","5,797"
"2005-Q2","Ohio","5,894"
"2005-Q3","Ohio","5,921"
"2005-Q4","Ohio","5,810"
"2006-Q1","Ohio","5,760"
"2006-Q2","Ohio","7,025"
"2006-Q3","Ohio","5,756"
"2006-Q4","Ohio","5,948"
"2007-Q1","Ohio","5,947"
"2007-Q2","Ohio","7,494"
"2007-Q3","Ohio","6,275"
"2007-Q4","Ohio","6,269"
"2008-Q1","Ohio","7,064"
"2008-Q2","Ohio","7,992"
"2008-Q3","Ohio","5,995"
"2008-Q4","Ohio","6,023"
"2009-Q1","Ohio","5,639"
"2009-Q2","Ohio","6,350"
"2009-Q3","Ohio","5,450"
"2009-Q4","Ohio","5,933"
"2010-Q1","Ohio","5,338"
"2010-Q2","Ohio","6,707"
"2010-Q3","Ohio","5,812"
"2010-Q4","Ohio","5,843"
"2011-Q1","Ohio","6,424"
"2011-Q2","Ohio","7,164"
"2011-Q3","Ohio","5,889"
"2011-Q4","Ohio","6,311"
"2012-Q1","Ohio","6,179"
"2012-Q2","Ohio","7,495"
"2012-Q3","Ohio","5,975"
"2012-Q4","Ohio","6,430"
"2013-Q1","Ohio","6,472"
"2013-Q2","Ohio","8,365"
"2013-Q3","Ohio","6,446"
"2013-Q4","Ohio","6,520"
"2014-Q1","Ohio","6,602"
"2014-Q2","Ohio","7,452"
"2014-Q3","Ohio","6,583"
"2014-Q4","Ohio","6,819"
"2015-Q1","Ohio","6,545"
"2015-Q2","Ohio","8,350"
"2015-Q3","Ohio","7,011"
"2015-Q4","Ohio","7,081"
"2016-Q1","Ohio","6,495"
"2016-Q2","Ohio","8,108"
"2016-Q3","Ohio","6,832"
"2016-Q4","Ohio","7,223"
"2017-Q1","Ohio","6,932"
"2017-Q2","Ohio","8,420"
"2017-Q3","Ohio","6,903"
"2017-Q4","Ohio","7,205"
"2018-Q1","Ohio","6,838"
"2018-Q2","Ohio","7,967"
"2018-Q3","Ohio","7,140"
"2018-Q4","Ohio","7,852"
"2019-Q1","Ohio","7,097"
"2019-Q2","Ohio","8,615"
"2019-Q3","Ohio","7,710"
"2019-Q4","Ohio","7,970"
"1999-Q1","Oklahoma","1,215"
"1999-Q2","Oklahoma","1,553"
"1999-Q3","Oklahoma","1,409"
"1999-Q4","Oklahoma","1,259"
"2000-Q1","Oklahoma","1,355"
"2000-Q2","Oklahoma","1,664"
"2000-Q3","Oklahoma","1,537"
"2000-Q4","Oklahoma","1,430"
"2001-Q1","Oklahoma","1,473"
"2001-Q2","Oklahoma","1,809"
"2001-Q3","Oklahoma","1,547"
"2001-Q4","Oklahoma","1,385"
"2002-Q1","Oklahoma","1,354"
"2002-Q2","Oklahoma","1,685"
"2002-Q3","Oklahoma","1,466"
"2002-Q4","Oklahoma","1,396"
"2003-Q1","Oklahoma","1,298"
"2003-Q2","Oklahoma","1,687"
"2003-Q3","Oklahoma","1,634"
"2003-Q4","Oklahoma","1,504"
"2004-Q1","Oklahoma","1,477"
"2004-Q2","Oklahoma","1,756"
"2004-Q3","Oklahoma","1,681"
"2004-Q4","Oklahoma","1,639"
"2005-Q1","Oklahoma","1,574"
"2005-Q2","Oklahoma","1,953"
"2005-Q3","Oklahoma","1,887"
"2005-Q4","Oklahoma","1,876"
"2006-Q1","Oklahoma","1,829"
"2006-Q2","Oklahoma","2,262"
"2006-Q3","Oklahoma","2,041"
"2006-Q4","Oklahoma","1,935"
"2007-Q1","Oklahoma","1,906"
"2007-Q2","Oklahoma","2,279"
"2007-Q3","Oklahoma","2,115"
"2007-Q4","Oklahoma","1,976"
"2008-Q1","Oklahoma","1,875"
"2008-Q2","Oklahoma","2,431"
"2008-Q3","Oklahoma","2,362"
"2008-Q4","Oklahoma","2,146"
"2009-Q1","Oklahoma","1,638"
"2009-Q2","Oklahoma","1,902"
"2009-Q3","Oklahoma","1,757"
"2009-Q4","Oklahoma","1,699"
"2010-Q1","Oklahoma","1,588"
"2010-Q2","Oklahoma","1,980"
"2010-Q3","Oklahoma","1,900"
"2010-Q4","Oklahoma","1,807"
"2011-Q1","Oklahoma","1,756"
"2011-Q2","Oklahoma","2,280"
"2011-Q3","Oklahoma","2,160"
"2011-Q4","Oklahoma","2,069"
"2012-Q1","Oklahoma","1,917"
"2012-Q2","Oklahoma","2,429"
"2012-Q3","Oklahoma","2,127"
"2012-Q4","Oklahoma","2,123"
"2013-Q1","Oklahoma","1,894"
"2013-Q2","Oklahoma","2,514"
"2013-Q3","Oklahoma","2,174"
"2013-Q4","Oklahoma","2,216"
"2014-Q1","Oklahoma","1,993"
"2014-Q2","Oklahoma","2,584"
"2014-Q3","Oklahoma","2,388"
"2014-Q4","Oklahoma","2,298"
"2015-Q1","Oklahoma","2,096"
"2015-Q2","Oklahoma","2,509"
"2015-Q3","Oklahoma","2,248"
"2015-Q4","Oklahoma","2,013"
"2016-Q1","Oklahoma","1,809"
"2016-Q2","Oklahoma","2,276"
"2016-Q3","Oklahoma","2,042"
"2016-Q4","Oklahoma","1,939"
"2017-Q1","Oklahoma","1,819"
"2017-Q2","Oklahoma","2,409"
"2017-Q3","Oklahoma","2,224"
"2017-Q4","Oklahoma","2,183"
"2018-Q1","Oklahoma","2,130"
"2018-Q2","Oklahoma","2,798"
"2018-Q3","Oklahoma","2,533"
"2018-Q4","Oklahoma","2,567"
"2019-Q1","Oklahoma","2,402"
"2019-Q2","Oklahoma","3,113"
"2019-Q3","Oklahoma","2,663"
"2019-Q4","Oklahoma","2,637"
"1999-Q1","Oregon","983"
"1999-Q2","Oregon","1,661"
"1999-Q3","Oregon","1,336"
"1999-Q4","Oregon","1,298"
"2000-Q1","Oregon","1,307"
"2000-Q2","Oregon","1,930"
"2000-Q3","Oregon","1,495"
"2000-Q4","Oregon","1,419"
"2001-Q1","Oregon","1,406"
"2001-Q2","Oregon","1,865"
"2001-Q3","Oregon","1,272"
"2001-Q4","Oregon","1,193"
"2002-Q1","Oregon","1,240"
"2002-Q2","Oregon","1,521"
"2002-Q3","Oregon","1,419"
"2002-Q4","Oregon","1,408"
"2003-Q1","Oregon","1,207"
"2003-Q2","Oregon","1,644"
"2003-Q3","Oregon","1,538"
"2003-Q4","Oregon","1,524"
"2004-Q1","Oregon","1,301"
"2004-Q2","Oregon","1,740"
"2004-Q3","Oregon","1,575"
"2004-Q4","Oregon","1,504"
"2005-Q1","Oregon","1,434"
"2005-Q2","Oregon","2,399"
"2005-Q3","Oregon","1,722"
"2005-Q4","Oregon","1,769"
"2006-Q1","Oregon","1,671"
"2006-Q2","Oregon","2,449"
"2006-Q3","Oregon","1,805"
"2006-Q4","Oregon","1,805"
"2007-Q1","Oregon","1,577"
"2007-Q2","Oregon","2,561"
"2007-Q3","Oregon","1,867"
"2007-Q4","Oregon","835"
"2008-Q1","Oregon","1,726"
"2008-Q2","Oregon","2,787"
"2008-Q3","Oregon","2,014"
"2008-Q4","Oregon","1,966"
"2009-Q1","Oregon","1,398"
"2009-Q2","Oregon","2,026"
"2009-Q3","Oregon","1,851"
"2009-Q4","Oregon","1,677"
"2010-Q1","Oregon","1,484"
"2010-Q2","Oregon","2,243"
"2010-Q3","Oregon","1,904"
"2010-Q4","Oregon","1,697"
"2011-Q1","Oregon","1,752"
"2011-Q2","Oregon","2,562"
"2011-Q3","Oregon","2,127"
"2011-Q4","Oregon","2,015"
"2012-Q1","Oregon","1,703"
"2012-Q2","Oregon","2,772"
"2012-Q3","Oregon","2,221"
"2012-Q4","Oregon","2,170"
"2013-Q1","Oregon","1,820"
"2013-Q2","Oregon","2,996"
"2013-Q3","Oregon","2,270"
"2013-Q4","Oregon","2,190"
"2014-Q1","Oregon","1,954"
"2014-Q2","Oregon","3,170"
"2014-Q3","Oregon","2,403"
"2014-Q4","Oregon","2,419"
"2015-Q1","Oregon","2,557"
"2015-Q2","Oregon","3,436"
"2015-Q3","Oregon","2,686"
"2015-Q4","Oregon","2,610"
"2016-Q1","Oregon","2,233"
"2016-Q2","Oregon","3,091"
"2016-Q3","Oregon","2,754"
"2016-Q4","Oregon","2,531"
"2017-Q1","Oregon","2,440"
"2017-Q2","Oregon","3,509"
"2017-Q3","Oregon","2,839"
"2017-Q4","Oregon","2,797"
"2018-Q1","Oregon","2,616"
"2018-Q2","Oregon","3,767"
"2018-Q3","Oregon","3,192"
"2018-Q4","Oregon","2,806"
"2019-Q1","Oregon","2,588"
"2019-Q2","Oregon","4,336"
"2019-Q3","Oregon","3,381"
"2019-Q4","Oregon","2,964"
"1999-Q1","Pennsylvania","5,785"
"1999-Q2","Pennsylvania","6,309"
"1999-Q3","Pennsylvania","4,960"
"1999-Q4","Pennsylvania","4,761"
"2000-Q1","Pennsylvania","6,049"
"2000-Q2","Pennsylvania","6,650"
"2000-Q3","Pennsylvania","5,180"
"2000-Q4","Pennsylvania","4,593"
"2001-Q1","Pennsylvania","6,240"
"2001-Q2","Pennsylvania","6,559"
"2001-Q3","Pennsylvania","5,102"
"2001-Q4","Pennsylvania","4,751"
"2002-Q1","Pennsylvania","6,063"
"2002-Q2","Pennsylvania","6,219"
"2002-Q3","Pennsylvania","5,342"
"2002-Q4","Pennsylvania","5,046"
"2003-Q1","Pennsylvania","6,480"
"2003-Q2","Pennsylvania","6,319"
"2003-Q3","Pennsylvania","5,537"
"2003-Q4","Pennsylvania","5,332"
"2004-Q1","Pennsylvania","7,018"
"2004-Q2","Pennsylvania","7,237"
"2004-Q3","Pennsylvania","6,124"
"2004-Q4","Pennsylvania","5,743"
"2005-Q1","Pennsylvania","7,616"
"2005-Q2","Pennsylvania","7,779"
"2005-Q3","Pennsylvania","6,513"
"2005-Q4","Pennsylvania","6,039"
"2006-Q1","Pennsylvania","8,052"
"2006-Q2","Pennsylvania","8,446"
"2006-Q3","Pennsylvania","6,742"
"2006-Q4","Pennsylvania","6,370"
"2007-Q1","Pennsylvania","8,759"
"2007-Q2","Pennsylvania","8,967"
"2007-Q3","Pennsylvania","7,248"
"2007-Q4","Pennsylvania","6,722"
"2008-Q1","Pennsylvania","9,029"
"2008-Q2","Pennsylvania","9,125"
"2008-Q3","Pennsylvania","7,085"
"2008-Q4","Pennsylvania","6,478"
"2009-Q1","Pennsylvania","8,534"
"2009-Q2","Pennsylvania","7,904"
"2009-Q3","Pennsylvania","6,644"
"2009-Q4","Pennsylvania","6,315"
"2010-Q1","Pennsylvania","8,517"
"2010-Q2","Pennsylvania","9,039"
"2010-Q3","Pennsylvania","7,006"
"2010-Q4","Pennsylvania","6,751"
"2011-Q1","Pennsylvania","9,503"
"2011-Q2","Pennsylvania","9,085"
"2011-Q3","Pennsylvania","7,213"
"2011-Q4","Pennsylvania","6,856"
"2012-Q1","Pennsylvania","9,892"
"2012-Q2","Pennsylvania","9,016"
"2012-Q3","Pennsylvania","7,337"
"2012-Q4","Pennsylvania","7,253"
"2013-Q1","Pennsylvania","10,045"
"2013-Q2","Pennsylvania","9,284"
"2013-Q3","Pennsylvania","7,486"
"2013-Q4","Pennsylvania","7,316"
"2014-Q1","Pennsylvania","10,071"
"2014-Q2","Pennsylvania","9,256"
"2014-Q3","Pennsylvania","7,946"
"2014-Q4","Pennsylvania","7,888"
"2015-Q1","Pennsylvania","10,441"
"2015-Q2","Pennsylvania","9,766"
"2015-Q3","Pennsylvania","8,275"
"2015-Q4","Pennsylvania","7,926"
"2016-Q1","Pennsylvania","11,240"
"2016-Q2","Pennsylvania","9,881"
"2016-Q3","Pennsylvania","8,209"
"2016-Q4","Pennsylvania","8,171"
"2017-Q1","Pennsylvania","10,981"
"2017-Q2","Pennsylvania","10,399"
"2017-Q3","Pennsylvania","8,727"
"2017-Q4","Pennsylvania","8,815"
"2018-Q1","Pennsylvania","11,081"
"2018-Q2","Pennsylvania","10,770"
"2018-Q3","Pennsylvania","9,397"
"2018-Q4","Pennsylvania","8,971"
"2019-Q1","Pennsylvania","11,311"
"2019-Q2","Pennsylvania","11,703"
"2019-Q3","Pennsylvania","9,860"
"2019-Q4","Pennsylvania","9,502"
"1999-Q1","Rhode Island","451"
"1999-Q2","Rhode Island","574"
"1999-Q3","Rhode Island","445"
"1999-Q4","Rhode Island","433"
"2000-Q1","Rhode Island","508"
"2000-Q2","Rhode Island","607"
"2000-Q3","Rhode Island","490"
"2000-Q4","Rhode Island","535"
"2001-Q1","Rhode Island","563"
"2001-Q2","Rhode Island","658"
"2001-Q3","Rhode Island","447"
"2001-Q4","Rhode Island","532"
"2002-Q1","Rhode Island","505"
"2002-Q2","Rhode Island","643"
"2002-Q3","Rhode Island","513"
"2002-Q4","Rhode Island","557"
"2003-Q1","Rhode Island","531"
"2003-Q2","Rhode Island","655"
"2003-Q3","Rhode Island","547"
"2003-Q4","Rhode Island","575"
"2004-Q1","Rhode Island","572"
"2004-Q2","Rhode Island","708"
"2004-Q3","Rhode Island","598"
"2004-Q4","Rhode Island","635"
"2005-Q1","Rhode Island","625"
"2005-Q2","Rhode Island","774"
"2005-Q3","Rhode Island","616"
"2005-Q4","Rhode Island","642"
"2006-Q1","Rhode Island","674"
"2006-Q2","Rhode Island","812"
"2006-Q3","Rhode Island","642"
"2006-Q4","Rhode Island","580"
"2007-Q1","Rhode Island","681"
"2007-Q2","Rhode Island","864"
"2007-Q3","Rhode Island","682"
"2007-Q4","Rhode Island","586"
"2008-Q1","Rhode Island","646"
"2008-Q2","Rhode Island","847"
"2008-Q3","Rhode Island","670"
"2008-Q4","Rhode Island","566"
"2009-Q1","Rhode Island","565"
"2009-Q2","Rhode Island","772"
"2009-Q3","Rhode Island","681"
"2009-Q4","Rhode Island","555"
"2010-Q1","Rhode Island","594"
"2010-Q2","Rhode Island","733"
"2010-Q3","Rhode Island","735"
"2010-Q4","Rhode Island","574"
"2011-Q1","Rhode Island","619"
"2011-Q2","Rhode Island","786"
"2011-Q3","Rhode Island","765"
"2011-Q4","Rhode Island","614"
"2012-Q1","Rhode Island","672"
